PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,1/24/25,03:45.2,2,6,"Hoover, Chase",800623,Left,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,1,Top,1,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.38638,-1.930739,1.447758,2189.943642,164.103287,11:30,6.18456,-0.43594,6.31861,-9.38977,25.13596,-6.76552,3.62261,0.33395,80.45364,-3.867761,0.224384,0.422905,,,,,,,,,,,,3.97425,14.02737,0.33286,50,6.03815,-3.01584,-130.92367,-4.51442,6.71646,34.42522,-8.468,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,54770440-dab0-11ef-b64c-2ba247267c32,89.12744,,,9.93275,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,03:45.2,2025-01-24T16:03:45.2030000-08:00,2025-01-25T00:03:45.2030000Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,ddaa95ac-0cb7-42ff-bcab-f5373e507e92,54.17202,-132.01611,17.21261,6.17714,-4.2457,-4.234,0.43194,-3.22898,3.35823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.06163,,,0.981665,,,,-1.38967,6.71751,1.96535,67.45185,8.34185,57.31828,-1.20109,76.47019,-6.57498,6.73671,12.62019,-11.18023,2.06141,59.86482,-3.60066,High,High,High,,,High,High,High
12,1/24/25,04:16.9,3,1,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.01505,1.285657,0.417026,2351.919265,329.779521,5:00,5.99061,-0.75304,6.46629,-53.31152,-6.96437,4.94118,2.729,0.04174,70.44123,-8.611653,1.315342,0.489985,,,,,,,,,,,,-2.43248,-3.4528,0.72178,50,6.0591,-0.98742,-111.95543,0.95409,-3.0599,21.88684,-36.51745,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,675f1ac0-dab0-11ef-b64c-2ba247267c32,76.92568,,,6.57383,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,04:16.8,2025-01-24T16:04:16.8567790-08:00,2025-01-25T00:04:16.8567790Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,dcb31f25-a0e2-460f-a490-202a854fbbd4,54.03181,-112.74087,10.94342,6.00135,2.26459,-18.25873,0.75525,-0.87761,-1.52995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,1/24/25,04:29.6,3,2,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.21712,-1.577076,1.364942,2229.393673,166.018988,11:30,5.96289,-0.60714,6.18944,-11.49623,21.73529,-5.08929,3.54803,0.2292,82.31201,-3.87466,0.446789,0.414903,70.15436,34.252752,173.604061,2846.673352,,,,,44.23328,,,3.10343,12.14741,0.50676,50,5.83818,-2.96477,-133.64949,-3.91538,5.47574,35.3835,-10.74104,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,6eeb5330-dab0-11ef-b64c-2ba247267c32,90.84643,27.54869,,9.90511,,,,1.55813,3.62096,-0.22559,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,04:29.6,2025-01-24T16:04:29.6073198-08:00,2025-01-25T00:04:29.6073198Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,19978f4e-4eab-43c7-af51-b038989a0773,54.30412,-134.78418,17.69175,5.95822,-3.57093,-5.37052,0.60465,-3.14037,2.73787,1.456406,1.55813,-84.51807,5.8614,0.02602,-0.07199,0.04474,-0.01085,0.00266,-0.00053,3.62096,57.91271,-28.98244,3.65791,-0.78011,0.15894,-0.02814,0.0042,0.00013,-0.22559,9.47416,-0.43134,-0.65496,0.17969,-0.05375,0.01226,-0.00306,0.00061,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
14,1/24/25,04:59.1,3,3,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,0,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.35697,2.205421,-0.637403,2427.772014,258.932614,2:45,5.88427,-0.6714,6.17869,-36.05439,2.90429,8.48532,4.91747,-0.55293,76.80861,-4.516079,0.893409,0.449235,,,,,,,,,,,,-4.50807,1.31898,0.71576,50,6.03324,1.02046,-122.47862,3.55457,-6.82565,24.92051,-30.17696,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,8089f9c0-dab0-11ef-b64c-2ba247267c32,83.90362,,,7.54837,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,04:59.1,2025-01-24T16:04:59.1411694-08:00,2025-01-25T00:04:59.1411694Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,15e70ab6-bd0a-4af5-b394-c0ddd0424b54,54.31651,-123.35377,12.46026,5.8898,4.61431,-15.08848,0.67571,1.26015,-3.41282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,1/24/25,05:17.1,3,4,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,1,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.82055,-0.960856,-1.539024,2404.470517,261.061257,2:45,5.99946,-0.54897,6.10428,-34.88301,2.53756,9.07552,2.20359,-1.21623,79.18739,-7.404228,0.098633,0.440278,,,,,,,,,,,,-5.06878,1.9435,0.66272,50,5.90755,2.99072,-124.75706,-3.24877,-8.02733,23.96093,-29.09613,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,8b41a890-dab0-11ef-b64c-2ba247267c32,85.61064,,,6.63315,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,05:17.1,2025-01-24T16:05:17.1043310-08:00,2025-01-25T00:05:17.1043310Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,2d3fe272-25c4-44e3-8e45-f668d10fcf72,54.39361,-125.59806,11.98046,6.00366,-2.22752,-14.54806,0.55281,3.27247,-4.01366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,1/24/25,05:53.3,3,5,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.7335,-2.512243,-0.075493,2267.512966,167.376275,11:30,6.06629,-0.41097,6.21528,-11.20064,21.34253,-4.51563,2.81308,-0.85694,83.61364,-4.728919,-0.890885,0.410583,75.519,68.781469,136.377768,5045.608578,,,,,24.32758,,,2.31677,12.21233,0.41881,50,5.8724,0.36889,-134.50312,-6.14314,4.1804,33.26374,-10.13834,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,a0d57e20-dab0-11ef-b64c-2ba247267c32,91.80217,53.09731,,9.11987,,,,1.44721,2.9063,0.85136,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,05:53.3,2025-01-24T16:05:53.3409262-08:00,2025-01-25T00:05:53.3409262Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,c60b0ca9-b329-4167-a5e3-5c2f86e996ac,54.28021,-135.55752,16.63187,6.06203,-5.82177,-5.06917,0.40922,0.23638,2.0902,348.047347,1.44721,-29.01928,-6.33757,2.90206,1.19267,-6.24607,10.93502,-9.97629,3.77511,2.9063,103.25219,-35.31841,5.29745,-0.19105,-2.43015,4.37475,-3.99054,1.50836,0.85135,27.65631,-2.80133,1.90515,0.95054,-4.80794,8.42038,-7.68403,2.90803,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
17,1/24/25,06:14.5,3,6,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.25046,0.318856,3.030552,1171.724905,106.092393,9:30,5.80493,-0.90566,6.72369,-37.67624,4.16729,-10.13776,2.95708,1.02186,73.95535,-6.738581,1.183915,0.465571,,,,,,,,,,,,6.22394,2.45122,0.70927,50,5.8112,-5.84982,-116.69335,-0.36276,8.61451,21.18484,-28.78132,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,ad73c740-dab0-11ef-b64c-2ba247267c32,80.95967,,,6.29511,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,06:14.5,2025-01-24T16:06:14.4611310-08:00,2025-01-25T00:06:14.4611310Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,359ae952-5daa-4084-8e69-30da19fc0422,53.77642,-117.37693,10.59242,5.80792,0.56594,-14.39066,0.90251,-6.12779,4.30725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,1/24/25,06:32.6,3,7,"Hoover, Chase",800623,Left,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,1,Top,2,3,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,92.16155,-3.981554,1.024666,2191.131175,156.706247,11:15,5.98719,-0.50857,6.49453,-11.48631,20.90548,-8.52827,1.36868,-0.27858,83.95362,-6.23288,-0.523434,0.409627,92.21077,41.564525,-3.854436,3952.411372,,,,,92.74307,,,4.78666,12.47343,0.44039,50,5.70268,-2.05204,-133.66103,-9.55222,8.6104,30.32766,-9.73643,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,b8367290-dab0-11ef-b64c-2ba247267c32,92.01644,78.33626,,8.20793,,,,2.00779,1.53848,0.27513,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,06:32.6,2025-01-24T16:06:32.5908462-08:00,2025-01-25T00:06:32.5908462Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,b1ffc8ef-b573-47a7-96ed-235e4af8f08e,54.00304,-134.56626,15.16383,5.98346,-9.26161,-4.86822,0.50548,-2.30905,4.3052,201.193026,2.00779,100.9595,-22.55139,5.64388,-1.35954,1.00799,-1.13441,0.68062,-0.15908,1.53847,89.72951,-19.71717,1.12715,0.04878,-0.73744,1.09511,-0.69516,0.16626,0.27513,-6.80087,7.87834,-2.8286,0.89508,-0.96842,1.20082,-0.7388,0.17469,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
19,1/24/25,09:11.8,1,1,"Mazza, Domenic",10,Left,GAU_ALU,"McCollum, LeTrey",701742,Right,SAN_GAU,Undefined,1,Bottom,0,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.03245,-0.05624,2.86109,1894.969953,127.747957,10:15,6.31473,-1.7002,5.30422,-31.60817,18.2456,-21.33525,3.62786,-0.79015,69.0167,-5.939728,-0.922522,0.508183,,,,,,,,,,,,11.46052,9.64772,1.45611,50,6.28724,-4.65938,-110.14125,-1.05806,13.97441,20.90749,-20.41005,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,173cecb0-dab1-11ef-b64c-2ba247267c32,74.17093,,,7.01575,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,09:11.9,2025-01-24T16:09:11.8593006-08:00,2025-01-25T00:09:11.8593006Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,8077cc92-a79d-4f9a-9f09-7484d256378a,55.19091,-111.12224,10.45374,6.31442,-0.10041,-10.20503,1.69011,-5.31507,6.9872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,1/24/25,09:25.4,1,2,"Mazza, Domenic",10,Left,GAU_ALU,"McCollum, LeTrey",701742,Right,SAN_GAU,Undefined,1,Bottom,0,0,1,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,77.05331,-0.923986,2.55038,1912.859147,131.047591,10:15,6.34548,-1.68534,5.24394,-29.95258,18.70985,-19.53497,2.98017,-0.9149,69.99654,-6.493487,-0.911969,0.502075,82.30721,53.435342,25.713383,4569.599904,87.9585,116.67488,66.05529,234.78638,126.75272,41.32179,5.645613,10.588,10.12599,1.46639,50,6.23895,-4.20749,-111.64065,-2.71758,13.24804,21.71042,-19.50407,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,1f4fe150-dab1-11ef-b64c-2ba247267c32,75.07339,120.95199,,7.05677,,,,1.62135,2.91101,0.84951,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,09:25.5,2025-01-24T16:09:25.4562286-08:00,2025-01-25T00:09:25.4562286Z,Popup,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,ef542886-8444-4598-9e0f-4175ea8b0cc7,55.25303,-112.65756,10.85521,6.34484,-1.80402,-9.75204,1.678,-4.82802,6.62402,206.048377,1.59325,65.2779,-21.78909,8.61324,-2.99655,0.76076,-0.11652,0.00948,-0.00032,2.90065,97.20243,-25.39294,4.09561,-1.76351,0.65868,-0.14191,0.01554,-0.00069,0.85745,31.07353,1.43084,-1.79562,0.76049,-0.18846,0.02573,-0.00169,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
21,1/24/25,10:06.0,2,1,"Mazza, Domenic",10,Left,GAU_ALU,"Holman, Jack",695688,Left,SAN_GAU,Undefined,1,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.43119,-1.374836,5.117973,2296.62427,139.492638,10:45,6.2447,-1.82577,5.12619,-19.76162,19.20084,-15.25509,3.29762,1.73606,78.39166,-5.082254,2.434548,0.449257,,,,,,,,,,,,9.01989,10.3165,1.35623,50,6.10041,-10.48239,-124.82553,-3.64999,14.17394,26.07414,-15.96261,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,377b78c0-dab1-11ef-b64c-2ba247267c32,83.89957,,,8.03952,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,10:06.0,2025-01-24T16:10:06.0489198-08:00,2025-01-25T00:10:06.0489198Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,d95a5ca0-d316-469b-a38d-652542fad628,55.36908,-125.94205,13.03707,6.24207,-2.96645,-7.98131,1.8181,-11.08933,7.08697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,1/24/25,10:21.1,2,2,"Mazza, Domenic",10,Left,GAU_ALU,"Holman, Jack",695688,Left,SAN_GAU,Undefined,1,Bottom,1,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.8507,-2.270637,4.305587,2254.307295,141.400691,10:45,6.25746,-1.82065,5.07512,-20.3447,19.07745,-14.16473,2.41432,1.06555,78.19579,-6.066631,1.811073,0.451899,,,,,,,,,,,,8.22371,10.49579,1.42348,50,6.02612,-8.70206,-124.09755,-5.60776,12.80295,25.21999,-15.83385,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,407f0ef0-dab1-11ef-b64c-2ba247267c32,83.40899,,,7.6549,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,10:21.1,2025-01-24T16:10:21.1019758-08:00,2025-01-25T00:10:21.1019758Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,2c981a48-edd6-4ca8-8744-9cb2ad2b3740,55.42074,-125.19435,12.61,6.25502,-4.91916,-7.91693,1.81403,-9.25885,6.40147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,1/24/25,10:38.0,2,3,"Mazza, Domenic",10,Left,GAU_ALU,"Holman, Jack",695688,Left,SAN_GAU,Undefined,1,Bottom,1,1,1,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Double,0,0,,75.98158,-0.43678,3.949946,1804.292053,129.991075,10:15,6.30383,-1.8102,5.19988,-32.23632,18.17651,-19.49257,3.20568,0.28639,68.7121,-6.427564,0.505076,0.511025,103.70393,16.765518,16.187769,906.308763,106.11563,30.34756,28.97228,354.27685,354.27685,15.02793,3.47294,11.0091,9.72123,1.45955,50,6.23969,-6.82944,-109.89765,-1.82303,13.30567,21.6113,-20.4249,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,4a9303b0-dab1-11ef-b64c-2ba247267c32,73.75855,38.91205,,7.26948,,,,2.0062,3.30516,-0.27347,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,10:38.0,2025-01-24T16:10:38.0307438-08:00,2025-01-25T00:10:38.0307438Z,LineDrive,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,b577e278-7100-497a-bc3e-646f66302918,55.29663,-110.93434,10.80565,6.30364,-0.84325,-10.21245,1.80247,-7.46771,6.65283,167.117489,2.00636,139.85446,-21.42946,4.61198,-0.87119,0.12176,-0.00706,-0.001,0.00016,3.305,43.87924,-13.97019,0.24507,0.00168,0.0293,-0.017,0.0041,-0.00036,-0.27344,40.59939,-8.25441,2.3059,-0.56154,0.11415,-0.01758,0.00174,-8.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
24,1/24/25,11:26.2,3,1,"Mazza, Domenic",10,Left,GAU_ALU,"Vargas, Nathan",1000119588,Left,SAN_GAU,Undefined,1,Bottom,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.59631,2.984918,1.629259,2463.936665,348.853023,5:45,6.21715,-1.83103,4.73225,-67.36169,-14.50509,3.19858,3.43918,-0.01839,68.19799,-9.091736,2.191425,0.523264,,,,,,,,,,,,-1.07504,-7.42398,1.66383,50,6.45803,-3.2043,-108.04647,3.17876,-1.26206,20.03915,-40.88946,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,67461f10-dab1-11ef-b64c-2ba247267c32,72.03328,,,6.39832,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,11:26.2,2025-01-24T16:11:26.1839854-08:00,2025-01-25T00:11:26.1839854Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,8d2da90c-cc19-40d8-814c-1ef49c107395,55.76884,-109.11115,10.01957,6.23143,5.35124,-20.44473,1.8323,-3.13725,-0.63103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,1/24/25,11:39.4,3,2,"Mazza, Domenic",10,Left,GAU_ALU,"Vargas, Nathan",1000119588,Left,SAN_GAU,Undefined,1,Bottom,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.04613,-3.098925,5.67914,2253.175646,140.980237,10:45,6.17148,-1.82826,5.18417,-22.24942,17.88584,-13.4032,1.38462,2.41537,77.70799,-7.222114,3.321906,0.455968,,,,,,,,,,,,8.23213,10.16918,1.30966,50,5.86556,-11.60645,-122.64765,-7.41028,12.5475,24.1066,-16.67409,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,6f27f190-dab1-11ef-b64c-2ba247267c32,82.66465,,,7.33813,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,11:39.4,2025-01-24T16:11:39.4297838-08:00,2025-01-25T00:11:39.4297838Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,4b16e1c0-aef5-4fb3-bdde-218324b7c1c7,55.31209,-123.68734,12.0533,6.16965,-6.69115,-8.33704,1.8219,-12.14761,6.27375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,1/24/25,11:57.5,3,3,"Mazza, Domenic",10,Left,GAU_ALU,"Vargas, Nathan",1000119588,Left,SAN_GAU,Undefined,1,Bottom,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,85.28289,-4.052869,4.072662,2258.754678,141.341314,10:45,6.26428,-1.85952,5.21754,-21.23466,18.60123,-13.79253,0.66807,0.82679,77.91224,-7.994044,1.634791,0.454264,,,,,,,,,,,,8.07441,10.85418,1.49396,50,5.8733,-8.17222,-123.1535,-9.44471,12.37474,24.93391,-15.53903,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,79e40d30-dab1-11ef-b64c-2ba247267c32,82.97466,,,7.37065,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,11:57.5,2025-01-24T16:11:57.4670830-08:00,2025-01-25T00:11:57.4670830Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,897b19ff-c451-4d65-8291-a55e035b0533,55.2798,-124.21786,12.46696,6.26231,-8.78139,-7.76952,1.85409,-8.70047,6.18737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,1/24/25,12:16.6,3,4,"Mazza, Domenic",10,Left,GAU_ALU,"Vargas, Nathan",1000119588,Left,SAN_GAU,Undefined,1,Bottom,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.99103,-0.938151,2.367815,1677.176578,105.825754,9:30,6.18418,-1.89772,5.19891,-42.81014,6.94331,-18.83198,1.73346,-1.23872,69.8474,-8.731274,-0.972859,0.507672,,,,,,,,,,,,10.07859,4.20796,1.69317,50,6.06501,-3.8242,-110.21178,-3.21791,12.37998,19.82954,-27.00525,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,855bb0a0-dab1-11ef-b64c-2ba247267c32,74.24571,,,6.14363,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,12:16.6,2025-01-24T16:12:16.6001134-08:00,2025-01-25T00:12:16.6001134Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,d30b80e1-1efe-41eb-9df5-03619627f22b,55.29934,-111.16116,9.91477,6.18812,-1.92498,-13.50262,1.89045,-4.41692,6.18999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,1/24/25,12:32.9,3,5,"Mazza, Domenic",10,Left,GAU_ALU,"Vargas, Nathan",1000119588,Left,SAN_GAU,Undefined,1,Bottom,1,3,1,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.89254,-1.209367,3.838416,2176.502979,124.400446,10:15,6.30116,-1.94914,5.03054,-25.96242,14.39186,-19.01985,2.99386,0.09281,77.22471,-6.004301,0.486349,0.45721,,,,,,,,,,,,10.49567,7.88044,1.59775,50,6.16506,-7.38442,-122.84088,-3.51443,15.98031,25.14331,-20.17557,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,8f04d5a0-dab1-11ef-b64c-2ba247267c32,82.44001,,,7.66783,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,12:32.8,2025-01-24T16:12:32.8535022-08:00,2025-01-25T00:12:32.8535022Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,4409ad50-0776-4191-96f0-98a0444af267,55.46591,-123.9546,12.57165,6.30094,-2.62075,-10.08779,1.94052,-8.09226,7.99016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
